"Product Code","Product Name",Variant,Expected,Counted
001,"Product Apple",,204.0000,
0101010231,"I want you back 1",Can,1,
0101010231,"I want you back 1",Box,,
0101010231,"I want you back 1",Carton,,
0101010232,"I want you back 2",Can,3,
0101010232,"I want you back 2",Box,1,
0101010232,"I want you back 2",Carton,,
0101010233,"I want you back 3",Can,8,
0101010233,"I want you back 3",Box,,
0101010233,"I want you back 3",Carton,5,
123ABC,"ABC 123",Can,,
123ABC,"ABC 123",Carton,,
33301,"product 1",Box,1860,
33301,"product 1",Case,,
33301,"product 1",Each,1,
33302,"product 2",Each,5,
33302,"product 2",Case,,
33302,"product 2",Box,,
33303,"product 3",Each,,
33303,"product 3",Case,,
33303,"product 3",Box,,
33304,"product 4",Box,617,
33304,"product 4",Case,,
33304,"product 4",Each,2,
33305,"product 5",Box,620,
33306,"product 6",Each,5,
33306,"product 6",Case,,
33306,"product 6",Box,,
33307,"product 7",Each,11,
33307,"product 7",Case,,
33307,"product 7",Box,5,
33308,"product 8",,21.0000,
33309,"product 9",,12.0000,
3400935745989,"Allopurinol arrow ® 100mg",,105.0000,
3400935746641,"Allopurinol arrow ®  200mg",,110.0000,
457534,asdf1,Unit,8,
457534,asdf1,Can,7,
457534,asdf1,Case,10,
45845743,asdf2,Unit,9,
45845743,asdf2,Can,8,
45845743,asdf2,Case,27,
4586364,asdf3,Unit,,
4586364,asdf3,Can,,
4586364,asdf3,Case,28,
"60 x 60","60 x 60",Case,95,
"60 x 60","60 x 60",Unit,1,
8852023664248,"koh-kae Coconut 230g",Can,13,
8852023664248,"koh-kae Coconut 230g",Carton,7,
A001A,A001A,,84.0000,
A123,A,Can,16,
A123,A,Case,89,
aaa,aaa,,1400.0000,
aaaa,aaaaa,,70.0000,
abc,abc,,50.0000,
ABC-001,ABC,,56.0000,
abc001,abc001,,90.0000,
abc1,abc1,,4838.0000,
abc11,abc1,,0.0000,
abc2,abc2,,4900.0000,
abc22,abc2,,8.0000,
abcd_1,abcd_1,,975.0000,
abcd_2,abcd_2,,975.0000,
abcd_3,abcd_3,,974.0000,
ApartVila001,Apartment_vila,,237.0000,
asd-0001,"ASD 1",Can,,
asd-0001,"ASD 1",Case,8,
asd-0002,"ASD 2",Can,,
asd-0002,"ASD 2",Case,,
asd-0002,"ASD 2",Unit,,
asd-0003,"ASD 3",,983.0000,
B123,B,,1000.0000,
bbb,bbb,,1799.0000,
bottle_Barth,bottle_Barth,Can,,
bottle_Barth,bottle_Barth,Case,,
bottle_USD,bottle_USD,Can,23,
bottle_USD,bottle_USD,Case,23,
BP-001,Red-Pen,,950.0000,
c002,Conami,,116.0000,
c009,LYLY,,150.0000,
CH001,channa_1,Unit,,
CH001,channa_1,Can,,
CH001,channa_1,Case,19,
CH002,channa_2,Unit,7,
CH002,channa_2,Can,1,
CH002,channa_2,Case,19,
CH01,CH01,,71.0000,
channamana,channamana,,993.0000,
channamana_1,channamana_1,,992.0000,
channo,channo,,1010.0000,
channo1,channo1,,0.0000,
channo2,channo2,,9.0000,
coca001,Coca,,224.0000,
CR-0001,"Chin Roo 1",Can,14,
CR-0001,"Chin Roo 1",Case,62,
CR-0002,"Chin Roo 2",,-69.0000,
CR-0003,"Chin Roo 3",Can,22,
CR-0003,"Chin Roo 3",Case,3,
CRN-0001,Corona,,0.0000,
CTT-0001,"Chanthy Test 0001",,85.0000,
CTT-00010,"Chanthy Test 10",Unit,3,
CTT-00010,"Chanthy Test 10",Box,4,
CTT-000111111,"Chanthy Test 0001",Can,4,
CTT-000111111,"Chanthy Test 0001",Small,8,
CTT-000111111,"Chanthy Test 0001",Can,4,
CTT-000111111,"Chanthy Test 0001",Small,8,
CUP,Cup,,2.0000,
cv1,cv1,,990.0000,
cv2,cv2,,990.0000,
cv3,cv3,,990.0000,
D001,Dam_01,,4447.0000,
D002,Dam_02,,1.0000,
D003,Dam_03,,0.0000,
D004,Dam_04,,0.0000,
darachan,darachan,,999.0000,
DGI-001,Cocolate,,79.0000,
DGI-002,Vinila,,79.0000,
DGI-003,Strobery,,79.0000,
